,title,year,movie,tv,Netflix,Disney+,Hulu,Prime Video,genre_action_adventure,genre_animation,genre_biography,genre_children,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_fantasy,genre_horror,genre_mystery,genre_romance,genre_science_fiction,genre_thriller,genre_musical,genre_reality,genre_other,HBO,rating,IMDb,Rotten Tomatoes
10566,Krish Trish and Baltiboy: The Greatest Trick,2013,1,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10567,Krisha,2015,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
10568,Krishna Balram,2019,0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10569,Krishna Cottage,2004,1,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,,,
10570,Krishna and His Leela,2020,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,,5.4,44.0
10571,Krishna mukundham,2021,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,,,
10572,Krishnan,2020,1,0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
10573,Kristal Clear,2018,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10574,Kristy,2013,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,,,
10575,Kronk's New Groove,2005,1,0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,G/TV-G,5.8,63.0
10576,Krutant,2019,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,6.2,37.0
10577,Kruty 1918,2019,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10578,Krystal,2017,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
10579,Kshay,2012,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
10580,Ksheera Sagara Madhanam,2021,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
10581,Kucch To Hai,2003,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0,,,
10582,Kuch Kuch Hota Hai,1998,1,0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.0,G/TV-G,7.6,72.0
10583,Kuch Tum Kaho Kuch Hum Kahein,2002,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,,,
10584,Kudiyirundha Koyil,1968,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
10585,Kuessipan,2021,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,,,
10586,Kula Deivam,1956,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
10587,Kuldip Patwal - I Didn't Do It,2018,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,,,
10588,Kuldip Patwal: I Didn't Do It!,2017,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
10589,Kulipari: An Army of Frogs,2016,0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,PG/TV-PG,7.0,35.0
10590,Kulipari: Dream Walker,2018,0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,G/TV-G,7.6,34.0
10591,Kuma Kuma Kuma Bear,2020,0,1,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10592,Kung Food,2011,0,1,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,36.0
10593,Kung Fu Hustle,2004,1,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10594,Kung Fu Magoo,2010,1,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10595,Kung Fu Panda,2008,1,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,PG/TV-PG,7.6,83.0
10596,Kung Fu Panda 2,2011,1,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,PG/TV-PG,7.2,79.0
10597,Kung Fu Panda: Holiday,2010,1,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10598,Kung Fu Panda: Secrets of the Scroll,2016,1,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10599,Kung Fu Panda: The Paws of Destiny,2019,0,1,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10600,Kung Fu Punch of Death,2007,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10601,Kung Fu Yoga,2017,1,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10602,Kuntilanak,2018,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,PG-13/TV-14,4.8,47.0
10603,Kuppivala,2017,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,,,12.0
10604,Kural Kumaran | குரல் குமரன் | Mahendran K | Comedy | Romantic,2021,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
10605,Kurara: The Dazzling Life of Hokusai's Daughter,2017,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
10606,Kurbaan,2009,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,R/TV-MA,5.7,52.0
10607,Kuriyan Jawan Bapu Preshaan,2021,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
10608,Kuroko's Basketball,2015,0,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10609,Kuromukuro,2016,0,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,PG-13/TV-14,7.2,48.0
10610,Kurt & Courtney,1998,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,,,
10611,Kurt Seyit & Sura,2014,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,,,
10612,Kurtulus Son Durak,2012,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
10613,Kuruthi,2021,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,,,
10614,Kusama: Infinity,2018,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,,
10615,Kutte Fail,2021,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,,,
10616,Kutti Pisasu,2010,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,,,
10617,Kuzhandaiyum Deivamum,1965,1,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
10618,Kwaidan,1964,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1.0,,8.0,89.0
10619,Kya Kehna,2000,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,,,
10620,Kyaa Kool Hai Hum,2005,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,,,
10621,Kyaa Kool Hain Hum 3,2016,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10622,Kyaa Super Kool Hain Hum,2012,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10623,Kygo: Live at the Hollywood Bowl,2017,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,,,
10624,Kylie Minogue: Showtime,2016,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,,
10625,Kyo Kii... Main Jhuth Nahin Bolta,2001,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.0,,,
10626,Kyun! Ho Gaya Na,2004,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,,,
10627,Küçük Esnaf,2016,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10628,L'Argent,1983,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.0,,7.5,96.0
10629,L'Avventura,1960,1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1.0,,7.9,96.0
10630,L'Enfant Terrible,2019,1,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
10631,L.A. Burning: The Riots 25 Years Later,2017,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10632,"L.A. Complex, The",2012,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
10633,L.A. Rams Cheerleaders: Making the Squad,2021,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10634,L.A.’s Finest,2021,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10635,LA 92,2017,1,0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,,
10636,LA Originals,2020,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,,7.2,57.0
10637,LANDLINE,2017,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10638,LAST HOPE,2018,0,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10639,LAST STOP PARADISE,1998,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,,,
10640,LAW,2020,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,,5.6,43.0
10641,LEGENDS OF THE HIDDEN TEMPLE,2016,1,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10642,LEGO Bionicle: The Journey to One,2016,0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10643,LEGO City Adventures,2019,0,1,0.0,0.0,0.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,PG/TV-PG,7.0,44.0
10644,LEGO Disney Frozen: Northern Lights (Shorts),2016,0,1,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10645,LEGO Elves: Secrets of Elvendale,2017,0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10646,LEGO Friends: The Power of Friendship,2016,0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,PG/TV-PG,6.0,36.0
10647,LEGO House - Home of the Brick,2018,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,,,
10648,LEGO Jurassic World: Legend of Isla Nublar,2019,0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,G/TV-G,6.8,45.0
10649,LEGO Jurassic World: Secret Exhibit,2018,0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10650,LEGO Jurassic World: The Indominus Escape,2016,1,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,PG/TV-PG,5.7,53.0
10651,LEGO Marvel Spider-Man: Vexed by Venom,2019,1,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10652,LEGO Marvel Super Heroes: Avengers Reassembled!,2015,1,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,PG/TV-PG,6.2,53.0
10653,LEGO Marvel Super Heroes: Black Panther,2018,1,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10654,LEGO Marvel Super Heroes: Guardians of the Galaxy,2017,1,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10655,LEGO Monkie Kid - US,2021,0,1,0.0,0.0,0.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10656,LEGO Monkie Kid: A Hero Is Born,2021,1,0,0.0,0.0,0.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10657,LEGO Ninjago,2020,0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10658,LEGO Ninjago: Masters of Spinjitzu,2019,0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10659,LEGO Ninjago: Masters of Spinjitzu: Day of the Departed,2016,1,0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10660,LEGO Star Wars Holiday Special,2020,1,0,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10661,LEGO Star Wars: All Stars,2018,0,1,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10662,LEGO Star Wars: All Stars (Shorts),2018,0,1,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10663,LEGO Star Wars: Droid Tales,2014,0,1,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10664,LEGO Star Wars: Resistance Rises (Shorts),2015,0,1,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10665,LEGO Star Wars: The Freemaker Adventures,2015,0,1,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10666,LEGO Star Wars: The Freemaker Adventures (Shorts),2016,0,1,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10667,LEGO Star Wars: The New Yoda Chronicles - Clash of the Skywalkers,2014,1,0,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10668,LEGO Star Wars: The New Yoda Chronicles - Raid on Coruscant,2014,1,0,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10669,LEGO Star Wars: The New Yoda Chronicles – Escape from the Jedi Temple,2014,1,0,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10670,LEGO Star Wars: The New Yoda Chronicles – Race for the Holocrons,2014,1,0,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10671,LEGO Star Wars: The New Yoda Chronicles – Duel of the Skywalkers,2014,1,0,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10672,LEGO: CITY Adventures,2019,0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10673,LEGO: Marvel Super Heroes: Maximum Overload,2013,1,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10674,LET THERE BE LIGHT,1998,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,,,
10675,LICKS,2016,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
10676,LIttle Baby Bum - Healthy Habits & More Nursery Rhymes for Kids,2020,1,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10677,LOCAS POR EL CAMBIO,2020,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10678,LOCO,2020,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,,,
10679,LOL,2012,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,PG-13/TV-14,4.4,62.0
10680,LOL - Enga Siri Paappom,2021,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,,
10681,LOL - Hasse toh Phasse,2021,0,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,,
10682,LOL - Last One Laughing Spain,2021,0,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,,
10683,LOL Surprise! Winter Disco,2019,0,1,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10684,LOL: Australia,2020,0,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,,5.9,45.0
10685,LOL: Last One Laughing,2019,0,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10686,LOL: Last One Laughing Germany,2021,0,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10687,LOL: Last One Laughing Italy,2021,0,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,,
10688,"LOL: Qui rit, sort!",2021,0,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,,
10689,LOST SONG,2018,0,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10690,LOVE VERTIGO,2001,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,,,
10691,LOVE and LIES,2017,0,1,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,,,
10692,"LSD: Love, Sex Aur Dhokha",2010,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
10693,LUV,2013,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0,R/TV-MA,6.0,34.0
10694,La Bamba,1987,1,0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.0,,,
10695,La Bella Ceci Y El Imprudente,2009,0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
10696,La Cadena,2021,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
10697,La Cambiale,1959,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
10698,La Casa de al Lado,2011,0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
10699,La Chica del Lago,2018,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,,,
10700,La Ciénaga,2001,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,R/TV-MA,7.1,88.0
10701,La Condesa,2021,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,,,
10702,La Coppia dei Campioni,2016,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10703,La Cucaracha,1999,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
10704,La Culpa es de Colón,2017,0,1,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10705,La Culpa es de Colón: Edición Mujeres,2019,0,1,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10706,La Culpa es de Cortés,2017,0,1,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10707,La Culpa es de Cortés: Edición Mujeres,2018,0,1,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10708,La Culpa es de Llorente,2017,0,1,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10709,La Diosa Coronada,2010,0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0,PG/TV-PG,7.3,31.0
10710,La Doña,2016,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,PG-13/TV-14,7.2,51.0
10711,La Esclava Blanca,2016,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,24.0
10712,La Familia,2021,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10713,La Familia P. Luche,2012,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10714,La Femme,2016,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
10715,La Gran Ilusión,2016,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10716,La Grande Chaumière Violette,2016,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,7.9,30.0
10717,La Impostora,2014,0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
10718,La La Land,2016,1,0,0.0,0.0,1.0,0.0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,2,0,0,1.0,,8.0,91.0
10719,La Leyenda del Diamante,2017,1,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0,,,
10720,La Luna,2012,1,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
10721,La Línea: Shadow of Narco,2020,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,,6.4,39.0
10722,La Mante,2017,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
10723,La Niña,2016,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,,8.6,50.0
10724,La Notte,1961,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,,8.1,83.0
10725,La Patrona,2013,0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,PG-13/TV-14,7.2,52.0
10726,La Piloto,2017,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10727,La Reina del Sur,2019,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10728,La Robe De Mariee Des Cieux,2004,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,,,
10729,La Rosa de Guadalupe,2010,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
10730,La Révolution,2020,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,PG-13/TV-14,6.5,54.0
10731,La Strada,1954,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,,8.0,97.0
10732,La Usurpadora,2019,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,20.0
